,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
2951,16.2,430,14.0,103.0,0.36,9.2,8,14.4,0,1
2952,11.8,550,51.0,170.0,0.82,8.9,8,16.8,0,1
2953,0.8,380,22.0,63.0,0.36,9.3,7,11.8,0,1
2954,12.3,440,24.0,205.0,0.58,9.9,7,12.6,0,1
2955,11.8,530,55.0,173.0,0.6,9.8,7,14.8,0,1
2956,5.4,280,21.0,75.0,0.41,13.5,9,12.4,0,1
2957,2.2,790,12.0,48.0,0.51,9.6,5,18.2,1,0
2958,1.6,1060,10.0,37.0,0.91,9.5,5,15.8,1,0
2959,8.0,500,29.0,213.0,0.57,10.4,8,14.0,0,1
2960,1.7,480,17.0,61.0,0.37,12.0,9,10.4,0,1
2961,1.2,520,34.0,181.0,0.42,9.4,9,13.2,0,1
2962,1.0,350,40.0,86.0,0.42,11.7,7,11.6,0,1
2964,7.6,310,49.0,170.0,0.48,9.5,7,12.2,0,1
2965,8.5,580,47.0,186.0,0.4,9.9,8,14.4,0,1
2966,1.6,320,36.0,109.0,0.43,11.9,8,15.0,0,1
2968,7.4,280,16.0,87.0,0.56,10.9,9,13.0,0,1
2969,13.9,400,57.0,135.0,0.38,10.7,7,12.8,0,1
2970,1.5,310,17.0,122.0,0.4,10.3,8,17.0,0,1
2971,14.8,540,28.0,174.0,0.49,9.7,7,15.0,0,1
2972,7.2,400,46.0,179.0,0.6,10.1,8,15.6,0,1
2973,12.2,480,36.0,125.0,0.54,9.4,8,14.2,0,1
2974,1.8,820,5.0,16.0,0.44,11.9,6,13.2,1,0
2975,1.8,400,29.0,84.0,0.57,12.0,9,13.6,0,1
2976,11.0,500,50.0,245.0,0.57,9.3,6,12.6,0,1
2977,1.1,390,24.0,78.0,0.47,12.1,8,12.4,0,1
2978,13.3,500,47.0,132.0,0.42,10.1,8,13.8,0,1
2979,2.2,910,10.0,41.0,0.69,11.9,6,19.8,1,0
2980,1.3,530,24.0,186.0,0.54,9.9,6,13.8,0,1
2981,4.6,420,19.0,101.0,0.42,9.3,8,11.4,0,1
2982,1.5,730,14.0,21.0,0.51,10.9,6,19.4,1,0
2983,1.2,480,22.0,184.0,0.43,9.3,7,15.0,0,1
2984,2.6,680,4.0,14.0,0.47,10.5,5,14.6,1,0
2985,4.3,540,22.0,111.0,0.49,9.2,7,15.2,0,1
2986,1.8,770,26.0,35.0,0.82,11.6,6,12.6,1,0
2987,1.65,550,7.0,12.0,0.53,12.9,6,12.8,1,0
2988,2.2,540,19.0,49.0,0.76,10.9,7,14.8,1,0
2989,4.8,290,54.0,128.0,0.44,12.2,9,13.0,0,1
2991,1.4,600,33.0,154.0,0.56,9.5,8,13.4,0,1
2992,5.1,380,52.0,97.0,0.4,12.2,9,8.8,0,1
2993,2.0,790,16.0,86.0,0.64,9.5,6,16.4,1,0
2994,11.9,430,66.0,230.0,0.63,9.3,7,13.6,0,1
2995,2.3,710,16.0,40.0,0.62,9.4,5,19.8,1,0
2996,10.9,450,38.0,133.0,0.36,8.7,7,15.0,0,1
2997,2.2,470,26.0,48.0,0.77,9.7,6,12.8,1,0
2998,7.5,460,26.0,175.0,0.54,9.6,7,13.4,0,1
2999,1.7,540,17.0,32.0,0.67,10.6,7,23.4,1,0
3000,4.3,300,31.0,127.0,0.36,12.8,10,8.8,0,1
3001,1.8,430,21.0,159.0,0.47,10.0,7,14.4,0,1
3002,5.2,240,36.0,135.0,0.72,10.7,9,13.8,0,1
3003,1.4,200,12.0,66.0,0.75,11.3,9,13.0,0,1
3004,1.2,310,40.0,114.0,0.4,11.0,9,11.6,0,1
3005,2.2,710,7.0,28.0,0.55,9.7,5,15.2,1,0
3006,1.8,810,14.0,31.0,0.66,9.8,5,12.8,1,0
3007,1.7,290,5.0,61.0,0.43,10.4,7,14.0,0,1
3008,10.5,600,15.0,82.0,0.38,9.9,6,13.2,0,1
3009,1.6,780,10.0,21.0,0.49,9.9,5,18.4,1,0
3010,6.4,420,16.0,111.0,0.4,10.8,8,14.4,0,1
3011,1.6,400,39.0,173.0,0.51,11.4,8,14.6,0,1
3013,12.6,450,45.0,187.0,0.42,9.5,7,12.0,0,1
3014,8.1,340,55.0,203.0,0.52,8.9,7,13.6,0,1
3015,1.3,470,45.0,104.0,0.51,10.6,8,11.8,0,1
3016,12.1,500,55.0,164.0,0.39,9.4,7,12.0,0,1
3017,2.9,770,21.0,45.0,0.96,12.1,6,15.8,1,0
3018,2.4,220,34.0,97.0,0.38,12.8,9,11.2,0,1
3019,7.5,340,40.0,197.0,0.6,9.7,7,12.4,0,1
3020,6.2,480,47.0,161.0,0.6,11.0,8,12.2,0,1
3021,10.4,480,52.0,195.0,0.44,10.2,8,18.0,0,1
3022,1.6,450,36.0,139.0,0.49,9.3,7,18.8,0,1
3023,1.7,450,57.0,135.0,0.44,9.5,5,11.8,1,0
3024,15.5,500,25.0,135.0,0.43,8.7,9,14.8,0,1
3025,6.4,340,28.0,97.0,0.44,11.8,8,14.0,0,1
3026,5.3,380,20.0,125.0,0.73,12.6,8,13.2,0,1
3027,3.6,400,29.0,121.0,0.48,12.1,9,13.0,0,1
3028,2.3,810,16.0,36.0,0.6,10.3,6,14.4,1,0
3029,3.2,480,10.0,57.0,0.52,9.5,6,13.6,0,1
3030,5.1,470,46.0,201.0,0.65,10.5,6,13.6,0,1
3031,2.4,930,30.0,52.0,0.76,11.6,7,19.8,1,0
3032,4.1,540,23.0,116.0,0.38,9.4,8,13.8,0,1
3033,3.3,600,20.0,49.0,0.54,9.6,5,21.6,1,0
3034,4.9,390,22.0,86.0,0.58,13.1,9,11.6,0,1
3035,5.9,530,22.0,118.0,0.36,9.4,8,14.0,0,1
3036,6.9,500,30.0,97.0,0.44,10.1,8,16.2,0,1
3037,1.5,350,17.0,83.0,0.44,11.1,9,12.2,0,1
3038,8.3,510,28.0,91.0,0.55,12.1,6,13.0,1,0
3039,2.4,850,21.0,40.0,0.63,9.7,6,13.8,1,0
3040,1.9,740,27.0,85.0,0.58,9.0,5,15.2,1,0
3041,2.4,140,15.0,143.0,0.65,12.0,6,14.8,0,1
3042,3.5,940,9.0,43.0,0.58,9.0,5,19.8,1,0
3043,2.0,680,28.0,138.0,0.62,9.8,7,15.4,0,1
3044,1.5,630,17.0,120.0,0.56,9.2,8,12.0,0,1
3045,2.2,1150,29.0,104.0,0.58,12.1,8,12.8,0,1
3046,2.9,890,12.0,74.0,0.54,9.4,5,17.6,1,0
3047,3.7,320,29.0,193.0,0.67,12.5,8,14.8,0,1
3048,2.4,540,18.0,151.0,0.46,9.3,6,18.4,0,1
3049,1.5,410,34.0,121.0,0.46,10.5,8,13.0,0,1
3050,2.0,780,10.0,28.0,0.78,9.5,6,15.0,1,0
3051,10.2,380,13.0,111.0,0.46,12.4,8,11.2,0,1
3052,2.0,370,40.0,108.0,0.5,12.3,8,11.8,0,1
3053,4.6,500,23.0,98.0,0.47,9.5,8,15.2,0,1
3054,5.7,520,56.0,152.0,0.88,10.5,8,12.0,0,1
3056,1.2,380,5.0,124.0,0.37,11.2,6,13.4,0,1
3057,1.6,720,17.0,42.0,0.48,9.0,4,14.6,1,0
3058,1.3,440,38.0,128.0,0.6,10.6,7,11.6,0,1
3059,1.6,1470,36.0,51.0,0.86,9.9,4,23.2,1,0
3060,6.8,450,29.0,122.0,0.37,12.6,9,14.6,0,1
3061,14.5,420,37.0,115.0,0.43,10.3,7,11.8,0,1
3062,2.3,810,16.0,36.0,0.6,10.3,6,14.4,1,0
3063,18.75,470,32.0,193.0,0.5,9.3,9,15.2,0,1
3064,1.1,430,36.0,113.0,0.48,12.7,10,14.6,0,1
3065,10.0,930,35.0,197.0,0.47,9.0,7,14.4,0,1
3066,9.0,300,42.0,219.0,0.46,10.2,8,14.0,0,1
3067,6.5,290,53.0,160.0,0.38,10.9,8,15.0,0,1
3068,6.0,340,42.0,134.0,0.38,12.3,9,12.0,0,1
3069,13.8,470,44.0,112.0,0.66,8.8,8,11.4,0,1
3070,1.1,360,19.0,113.0,0.46,12.6,9,11.6,0,1
3071,11.6,480,62.0,210.0,0.5,9.5,7,12.4,0,1
3072,1.6,760,6.0,15.0,0.58,10.7,5,13.2,1,0
3073,6.3,360,12.0,126.0,0.39,12.0,9,15.2,0,1
3074,1.8,590,16.0,28.0,0.64,10.1,6,13.0,1,0
3075,1.5,690,4.0,9.0,0.54,9.8,6,15.4,1,0
3076,13.5,380,49.0,118.0,0.63,10.7,8,13.8,0,1
3077,7.1,480,49.0,179.0,0.48,9.2,7,12.8,0,1
3078,8.5,590,24.0,152.0,0.64,11.0,9,13.4,0,1
3079,1.8,880,12.0,18.0,0.56,10.5,7,15.4,1,0
3080,4.6,420,56.0,178.0,0.47,12.0,8,16.0,0,1
3081,1.2,380,22.0,167.0,0.48,10.6,8,12.4,0,1
3082,1.5,440,19.0,142.0,0.43,9.9,8,13.6,0,1
3083,1.8,770,11.0,65.0,0.58,9.3,5,13.6,1,0
3084,1.2,550,24.0,84.0,0.43,8.9,7,14.2,0,1
3085,7.9,500,53.0,180.0,0.5,9.6,7,12.8,0,1
3086,3.3,440,18.0,91.0,0.64,10.8,8,13.2,0,1
3087,5.4,300,15.0,118.0,0.34,9.6,7,16.4,0,1
3088,1.8,360,38.0,102.0,0.42,13.7,9,13.2,0,1
3090,8.7,470,52.0,242.0,0.53,10.5,8,13.6,0,1
3091,2.2,950,19.0,42.0,0.57,11.7,6,12.4,1,0
3092,9.2,380,54.0,191.0,0.56,9.7,8,15.0,0,1
3093,7.6,490,35.0,200.0,0.54,9.4,6,12.6,0,1
3094,4.9,460,34.0,144.0,0.56,10.0,7,12.8,0,1
3095,1.7,670,22.0,50.0,0.6,11.9,6,16.0,1,0
3096,1.9,660,9.0,17.0,0.78,10.6,5,12.0,1,0
3097,1.3,360,42.0,118.0,0.64,11.73333333,8,12.0,0,1
3102,4.75,330,23.0,94.0,0.42,11.8,9,11.6,0,1
3103,1.8,510,13.0,200.0,0.44,10.5,6,12.2,0,1
3104,7.3,440,56.0,244.0,0.55,10.0,8,12.4,0,1
3105,1.8,710,7.0,16.0,0.69,12.5,8,18.2,1,0
3106,7.8,400,48.0,184.0,0.5,9.4,7,14.2,0,1
3107,1.2,360,32.0,85.0,0.5,10.5,7,14.4,0,1
3108,1.6,650,17.0,143.0,0.52,9.2,8,12.4,0,1
3109,1.0,270,31.0,90.0,0.36,12.3,8,13.0,0,1
3110,1.4,400,35.0,106.0,0.66,12.0,7,13.6,0,1
3111,9.4,560,29.0,183.0,0.43,9.4,7,13.8,0,1
3112,7.4,440,56.0,189.0,0.48,9.3,8,13.6,0,1
3113,8.4,300,35.0,115.0,0.42,12.3,8,16.0,0,1
3114,1.7,350,24.0,79.0,0.69,11.4,9,13.0,0,1
3115,4.5,390,17.0,116.0,0.9,13.7,9,11.2,0,1
3116,1.7,380,41.0,150.0,0.71,10.5,9,12.4,0,1
3117,2.8,890,15.0,46.0,0.92,10.0,6,19.2,1,0
3119,1.2,400,25.0,106.0,0.55,10.4,7,15.6,0,1
3120,7.7,310,36.0,135.0,0.37,10.5,7,13.2,0,1
3121,12.9,490,32.0,88.0,0.35,9.9,8,13.6,0,1
3122,15.0,530,60.0,184.0,0.79,8.8,8,17.6,0,1
3123,7.9,340,39.0,123.0,0.3,12.2,9,13.4,0,1
3124,2.3,340,22.0,145.0,0.52,11.0,8,19.0,0,1
3125,13.1,330,52.0,151.0,0.79,10.4,8,15.2,0,1
3126,1.7,630,3.0,11.0,0.54,13.5,6,11.6,1,0
3127,2.0,380,20.0,249.5,0.79,11.3,8,12.2,0,1
3128,3.8,440,13.0,116.0,0.44,11.8,9,12.0,0,1
3129,1.0,310,23.0,73.0,0.52,11.3,8,12.4,0,1
3132,2.5,810,34.0,66.0,0.58,9.8,5,19.6,1,0
3133,2.9,980,10.0,26.0,0.91,9.7,5,20.0,1,0
3134,4.8,520,49.0,142.0,0.62,9.2,7,13.0,0,1
3135,2.5,810,15.0,26.0,0.63,12.0,5,12.4,1,0
3136,1.3,350,27.0,82.0,0.44,12.2,8,13.8,0,1
3137,1.0,360,26.0,101.0,0.37,11.7,8,14.6,0,1
3138,2.8,860,28.0,52.0,0.62,10.8,5,16.0,1,0
3139,1.3,600,36.0,126.0,0.46,8.7,8,12.2,0,1
3140,1.5,310,38.0,147.0,0.56,11.0,8,13.8,0,1
3141,7.4,440,56.0,189.0,0.48,9.3,8,13.6,0,1
3142,8.5,360,46.0,153.0,0.48,9.4,8,13.2,0,1
3143,15.4,550,46.0,198.0,0.49,8.8,7,14.2,0,1
3144,16.7,460,38.0,133.0,0.67,10.4,8,13.2,0,1
3145,17.2,390,37.0,130.0,0.43,8.8,8,12.4,0,1
3146,17.3,470,37.0,118.0,0.46,8.8,8,13.2,0,1
3147,3.9,430,52.0,158.0,0.44,10.7,9,11.2,0,1
3148,2.5,910,20.0,49.0,0.86,10.6,7,17.4,1,0
3149,3.5,330,25.0,116.0,0.44,11.7,8,11.6,0,1
3150,2.2,880,21.0,39.0,0.83,11.1,6,17.8,1,0
3151,8.1,1210,32.0,162.0,0.38,10.4,10,14.6,0,1
3152,3.9,340,22.0,122.0,0.67,12.8,9,16.0,0,1
3153,1.6,390,10.0,124.0,0.67,9.6,7,13.6,0,1
3154,1.65,680,5.0,11.0,0.46,11.4,5,19.6,1,0
3155,4.6,600,29.0,154.0,0.49,12.2,10,13.2,0,1
3156,7.9,490,35.0,192.0,0.51,9.5,8,13.0,0,1
3157,1.2,340,19.0,68.0,0.37,11.7,6,13.6,0,1
3158,3.5,490,10.0,40.0,0.36,9.8,8,18.0,0,1
3159,1.2,380,12.0,53.0,0.46,10.6,7,19.2,0,1
3160,1.45,390,77.5,223.0,0.46,9.5,8,19.2,0,1
3161,1.1,490,7.0,119.0,0.36,9.7,8,14.0,0,1
3162,7.7,430,57.0,200.0,0.44,9.4,8,13.4,0,1
3163,1.1,660,22.0,148.0,0.47,9.633333333,7,12.0,0,1
3164,7.8,520,54.0,214.0,0.47,8.9,7,13.6,0,1
3165,2.6,860,21.0,50.0,0.91,9.9,6,17.2,1,0
3166,13.7,450,44.0,197.0,0.64,9.1,7,15.2,0,1
3167,1.2,410,42.0,167.0,0.44,11.9,7,15.4,0,1
3168,1.4,220,17.0,47.0,0.35,11.5,8,11.8,0,1
3169,9.1,440,50.0,166.0,0.58,9.8,8,13.4,0,1
3170,2.7,950,28.0,89.0,0.68,10.0,5,20.0,1,0
3171,0.9,190,4.0,28.0,0.36,12.0,8,14.2,0,1
3172,2.7,750,15.0,27.0,0.61,9.1,5,15.4,1,0
3173,3.6,400,50.0,194.0,0.52,11.6,8,11.8,0,1
3174,4.5,460,42.0,124.0,0.64,10.8,8,11.6,0,1
3175,1.8,460,23.0,60.0,0.71,12.1,6,15.4,1,0
3176,7.1,360,28.0,100.0,0.36,9.3,8,13.4,0,1
3177,2.3,430,61.0,181.0,0.63,10.6,8,13.4,0,1
3178,1.0,310,22.0,73.0,0.52,11.3,8,12.4,0,1
3179,3.5,350,38.0,111.0,0.47,13.6,9,12.0,0,1
3180,4.6,220,5.0,19.0,0.37,12.6,5,13.8,0,1
3181,7.8,490,62.0,217.0,0.45,9.4,8,13.2,0,1
3182,7.95,420,16.0,108.0,0.61,10.3,8,11.4,0,1
3183,1.8,420,8.0,167.0,0.41,12.1,8,15.6,0,1
3184,1.7,380,27.0,128.0,0.62,10.2,8,14.0,0,1
3185,1.6,670,6.0,10.0,0.58,11.1,7,18.2,1,0
3186,3.2,810,8.0,30.0,0.58,10.5,6,19.6,1,0
3187,16.7,460,38.0,133.0,0.67,10.4,8,13.2,0,1
3188,1.4,640,34.0,166.0,0.42,11.43333333,8,14.8,0,1
3189,2.2,690,8.0,15.0,0.63,9.4,6,13.2,1,0
3190,2.2,750,5.0,13.0,0.62,9.2,5,18.8,1,0
3191,8.0,360,21.0,124.0,0.38,10.8,8,13.2,0,1
3192,1.6,390,27.0,98.0,0.46,12.3,9,13.8,0,1
3193,1.4,460,28.0,157.0,0.62,9.4,8,14.6,0,1
3194,8.3,290,24.0,142.0,0.45,12.3,8,12.4,0,1
3196,1.1,470,36.0,131.0,0.45,10.4,7,11.6,0,1
3197,6.4,340,26.0,99.0,0.41,9.2,8,10.2,0,1
3198,1.5,520,51.0,128.0,0.59,10.4,9,14.0,0,1
3200,11.8,550,51.0,170.0,0.82,8.9,8,16.8,0,1
3201,2.2,1190,14.0,56.0,0.6,10.9,6,17.6,1,0
3202,2.4,800,23.0,78.0,0.62,9.5,5,18.2,1,0
3203,10.1,430,28.0,152.0,0.52,9.4,7,13.8,0,1
3204,4.3,510,25.0,142.0,0.39,10.2,7,15.4,0,1
3205,8.0,620,50.0,194.0,0.5,9.6,7,13.4,0,1
3206,8.2,440,60.0,196.0,0.48,9.4,7,13.2,0,1
3207,1.6,440,12.0,113.0,0.73,11.4,7,12.4,0,1
3208,9.4,400,49.0,166.0,0.61,9.9,8,13.4,0,1
3209,1.2,340,53.0,138.0,0.35,11.5,9,12.8,0,1
3210,1.6,490,36.0,127.0,0.67,10.4,9,12.8,0,1
3211,2.3,630,12.0,19.0,0.81,11.2,7,16.8,1,0
3212,5.1,1100,11.0,65.0,0.64,10.4,6,20.2,1,0
3213,1.4,310,47.0,147.0,0.64,12.9,9,11.8,0,1
3214,1.3,530,61.0,146.0,0.68,11.0,8,12.8,0,1
3216,15.1,520,22.0,136.0,0.35,9.4,7,13.2,0,1
3217,6.3,480,30.0,143.0,0.5,9.1,8,16.8,0,1
3218,6.1,460,29.0,134.0,0.57,10.7,8,12.0,0,1
3219,9.9,310,48.0,161.0,0.28,11.2,8,14.6,0,1
3220,2.0,220,33.0,96.0,0.54,12.8,9,12.6,0,1
3221,4.1,360,35.0,131.0,0.55,13.0,9,13.0,0,1
3222,2.1,590,24.0,52.0,0.71,11.2,6,13.4,1,0
3223,6.0,1150,5.0,11.0,0.69,10.1,7,15.6,1,0
3224,2.3,750,13.0,81.0,0.54,9.5,6,16.0,1,0
3225,1.9,280,23.0,93.0,0.7,12.0,9,13.0,0,1
3226,3.1,450,28.0,92.0,0.35,9.1,8,13.2,0,1
3227,1.8,770,23.0,49.0,0.67,9.3,5,15.8,1,0
3228,9.1,440,35.0,127.0,0.3,11.0,9,12.8,0,1
3229,1.3,320,36.0,95.0,0.64,12.9,9,11.8,0,1
3230,15.2,490,75.0,217.0,0.39,9.9,7,13.0,0,1
3231,2.5,910,18.0,80.0,0.8,9.6,6,16.0,1,0
3232,1.1,350,26.0,81.0,0.52,11.4,8,11.4,0,1
3233,6.2,320,24.0,134.0,0.39,10.9,8,14.2,0,1
3234,4.8,700,15.0,39.0,0.54,11.1,5,13.6,1,0
3236,13.7,440,66.0,184.0,0.75,8.9,7,15.6,0,1
3237,1.1,490,28.0,150.0,0.42,9.3,7,11.4,0,1
3238,1.7,350,23.0,110.0,0.38,10.9,7,14.8,0,1
3239,1.6,470,46.0,132.0,0.38,11.1,9,13.8,0,1
3240,16.45,630,52.5,282.0,0.51,9.3,7,18.8,0,1
3241,1.3,440,11.0,126.0,0.45,10.3,7,15.0,0,1
3242,9.4,280,13.0,121.0,0.34,12.1,8,13.2,0,1
3243,4.0,1040,4.0,23.0,0.97,10.1,6,23.0,1,0
3244,15.1,520,22.0,136.0,0.35,9.4,7,13.2,0,1
3245,1.9,280,23.0,93.0,0.7,12.0,9,13.0,0,1
3246,7.6,470,54.0,184.0,0.45,9.2,7,13.0,0,1
3247,1.6,460,22.0,130.0,0.45,10.4,8,18.4,0,1
3248,6.2,460,39.0,151.0,0.44,10.6,8,12.2,0,1
3249,2.0,510,29.0,130.0,0.5,10.4,8,14.2,0,1
3250,7.7,430,57.0,200.0,0.44,9.4,8,13.4,0,1
3252,5.2,420,33.0,112.0,0.5,12.3,9,13.0,0,1
3253,10.2,490,57.0,191.0,0.4,9.3,8,15.2,0,1
3255,6.65,320,30.0,138.0,0.37,11.1,7,14.6,0,1
3256,1.7,670,8.0,20.0,0.6,10.5,5,16.8,1,0
3257,7.1,480,36.0,110.0,0.41,9.5,8,11.2,0,1
3258,2.4,480,30.0,149.0,0.51,9.2,8,14.4,0,1
3259,10.5,400,21.0,145.0,0.35,9.4,7,15.2,0,1
3260,12.7,490,50.0,183.0,0.4,9.8,7,14.4,0,1
3261,3.4,690,25.0,146.0,0.4,9.3,7,12.8,0,1
3263,8.5,820,64.0,163.0,0.39,8.8,8,13.0,0,1
3264,1.1,350,44.0,140.0,0.55,10.7,9,12.8,0,1
3265,3.6,820,5.0,14.0,0.52,10.7,6,18.8,1,0
3266,17.9,660,36.0,161.0,0.51,8.8,7,12.6,0,1
3267,6.2,400,49.0,139.0,0.27,13.6,8,14.2,0,1
3268,1.2,400,29.0,118.0,0.41,10.6,8,15.8,0,1
3271,13.6,550,50.0,180.0,0.39,9.8,7,13.6,0,1
3272,3.2,780,20.0,78.0,0.7,10.0,6,21.2,1,0
3273,5.0,400,3.0,29.0,0.53,12.5,6,14.4,0,1
3274,2.3,650,34.0,45.0,0.74,12.7,8,15.6,1,0
3276,8.3,620,22.0,166.0,0.72,10.6,7,13.8,0,1
3277,7.8,450,52.0,209.0,0.42,9.2,8,12.8,0,1
3278,1.4,530,34.0,114.0,0.77,10.6,8,13.6,0,1
3279,6.5,270,20.0,167.0,0.43,10.6,7,18.8,0,1
3280,2.2,630,9.0,18.0,0.69,11.3,6,13.2,1,0
3281,4.1,1140,6.0,24.0,0.66,13.4,6,21.2,1,0
3282,5.7,380,56.0,189.5,0.43,10.6,9,12.0,0,1
3283,1.0,400,39.0,118.0,0.4,13.1,10,12.6,0,1
3284,7.8,360,49.0,128.0,0.4,10.7,8,14.2,0,1
3285,5.6,330,8.0,31.0,0.51,10.5,6,11.8,0,1
3286,2.3,790,28.0,71.0,0.57,9.7,5,19.2,1,0
3287,10.05,450,37.0,131.0,0.33,11.7,10,14.0,0,1
3288,2.4,770,18.0,29.0,0.6,10.0,6,15.0,1,0
3289,2.0,750,9.0,39.0,0.62,9.3,5,15.4,1,0
3290,1.3,370,39.0,123.0,0.42,11.2,10,14.0,0,1
3292,5.6,420,22.0,143.0,0.63,9.9,7,12.4,0,1
3293,5.3,1370,35.0,163.0,0.38,9.3,7,13.2,0,1
3294,8.3,500,52.0,196.0,0.48,9.5,7,12.8,0,1
3295,6.8,340,65.0,212.0,0.39,9.0,8,13.8,0,1
3296,2.0,890,15.0,55.0,0.57,10.4,4,16.8,1,0
3297,16.85,540,23.0,135.0,0.38,9.0,8,15.6,0,1
3298,3.3,520,34.0,113.0,0.48,8.4,7,12.4,0,1
3299,2.0,1000,7.0,27.0,0.56,10.2,6,17.2,1,0
3300,15.9,460,26.0,164.0,0.5,8.8,8,12.0,0,1
3301,5.1,510,16.0,119.0,0.41,9.2,7,12.0,0,1
3302,5.45,160,26.0,90.0,0.54,13.2,9,14.6,0,1
3303,9.1,310,46.0,151.0,0.27,12.7,10,16.0,0,1
3304,0.8,370,30.0,95.0,0.4,10.9,6,12.0,0,1
3305,1.4,390,13.0,67.0,0.49,10.9,8,13.2,0,1
3306,7.9,390,14.0,118.0,0.34,10.4,7,14.8,0,1
3307,1.2,440,20.0,102.0,0.42,10.9,7,16.0,0,1
3308,7.5,490,12.0,76.0,0.84,9.7,8,16.4,0,1
3309,8.2,500,15.0,122.0,0.49,9.3,7,16.6,0,1
3310,1.2,290,31.0,132.0,0.36,12.4,8,10.8,0,1
3311,6.4,410,28.0,120.0,0.5,9.9,7,11.8,0,1
3312,2.9,870,20.0,53.0,0.61,9.4,5,19.4,1,0
3313,2.5,300,12.0,73.0,0.48,10.8,8,11.8,0,1
3314,1.3,270,26.0,101.0,0.38,12.5,9,11.4,0,1
3315,2.7,320,24.0,121.0,0.38,12.4,9,13.8,0,1
3316,13.0,390,64.0,233.0,0.38,8.9,7,12.4,0,1
3317,6.4,460,43.0,166.0,0.63,9.9,8,10.0,0,1
3318,1.2,600,26.0,111.0,0.47,10.7,8,15.0,0,1
3319,10.0,550,56.0,131.0,0.35,10.9,8,12.2,0,1
3321,5.2,430,40.0,176.0,0.41,12.3,8,13.6,0,1
3322,6.9,560,44.0,201.0,0.4,9.1,8,12.2,0,1
3323,2.8,340,15.0,85.0,0.51,13.4,8,13.2,0,1
3324,8.45,310,32.0,172.0,0.57,9.7,9,12.6,0,1
3325,7.8,380,61.0,219.0,0.5,9.4,7,13.0,0,1
3326,1.8,320,60.0,156.0,0.35,11.1,8,14.6,0,1
3327,12.9,440,79.5,183.0,0.78,10.2,8,13.6,0,1
3328,15.0,530,59.0,178.0,0.82,9.5,9,13.8,0,1
3329,1.6,570,18.0,30.0,0.69,11.2,6,15.8,1,0
3330,2.2,820,7.0,54.0,0.52,9.4,5,15.2,1,0
3331,2.9,390,48.0,122.0,0.43,12.0,7,13.4,0,1
3333,12.4,650,29.0,119.0,0.39,9.4,7,15.0,0,1
3334,16.5,450,44.0,166.0,0.46,9.5,8,13.0,0,1
3335,3.7,480,14.0,73.0,0.45,11.4,8,14.8,0,1
3336,2.8,750,9.0,104.0,0.57,9.7,5,18.0,1,0
3337,2.9,720,10.0,26.0,0.78,12.5,7,20.4,1,0
3338,1.9,680,28.0,38.0,0.82,9.5,6,13.6,1,0
3340,10.4,310,47.0,194.0,0.58,9.6,8,15.6,0,1
3341,7.4,370,58.0,205.0,0.41,9.6,7,11.8,0,1
3342,8.1,460,24.0,155.0,0.59,10.2,8,13.6,0,1
3343,7.9,490,35.0,192.0,0.51,9.5,8,13.0,0,1
3344,18.6,390,38.0,128.0,0.57,10.2,8,10.0,0,1
3345,0.7,510,24.0,111.0,0.43,11.0,5,12.4,0,1
3346,1.4,570,33.0,152.0,0.56,9.5,8,13.2,0,1
3347,16.95,480,43.0,190.0,0.42,9.2,8,14.8,0,1
3348,18.3,460,40.0,142.0,0.41,8.7,7,13.6,0,1
3349,2.1,1250,15.0,49.0,0.81,9.7,6,21.4,1,0
3350,11.3,430,64.0,173.0,0.53,9.9,8,13.4,0,1
3351,2.0,330,28.0,92.0,0.69,10.9,9,11.8,0,1
3352,2.6,780,28.0,139.0,0.57,9.5,5,18.4,1,0
3353,2.0,710,14.0,24.0,0.87,11.2,7,12.4,1,0
3354,18.35,840,33.0,139.0,0.39,8.8,7,15.0,0,1
3355,2.5,850,16.0,53.0,0.72,11.0,6,22.4,1,0
3356,1.9,820,8.0,24.0,0.69,10.6,6,16.4,1,0
3357,19.25,430,38.0,167.0,0.52,9.1,9,13.8,0,1
3358,6.3,410,50.0,218.0,0.6,10.0,7,12.4,0,1
3359,1.4,440,22.0,113.0,0.62,10.6,8,14.8,0,1
3361,2.4,760,11.0,47.0,0.81,11.0,6,16.4,1,0
3362,2.5,820,26.0,35.0,0.59,12.5,7,15.2,1,0
3363,1.1,430,63.0,146.0,0.72,11.2,9,12.6,0,1
3365,6.5,280,33.0,163.0,0.61,9.9,8,9.6,0,1
3366,4.6,220,29.0,107.0,0.54,13.8,8,10.8,0,1
3367,9.65,260,26.0,119.0,0.53,12.2,8,10.6,0,1
3368,15.4,520,81.0,198.0,0.69,9.4,7,13.8,0,1
3369,1.6,390,38.0,123.0,0.51,9.7,8,12.4,0,1
3370,18.35,540,44.0,197.0,0.55,9.0,7,15.2,0,1
3371,4.6,320,32.0,148.0,0.45,11.5,9,17.8,0,1
3372,7.6,350,37.0,122.0,0.34,12.0,7,16.4,0,1
3373,5.8,530,25.0,120.0,0.98,10.5,8,12.8,0,1
3374,7.7,220,31.0,97.0,0.7,12.7,9,13.0,0,1
3375,0.9,540,5.0,126.0,0.42,10.4,8,13.8,0,1
3376,1.4,360,43.0,119.0,0.33,12.1,10,10.4,0,1
3377,7.9,410,62.0,180.0,0.38,9.0,7,15.2,0,1
